"","player_id","birth_date","first_name","height","last_name","name","position_abbreviation","salary","slug","playing_position_id","team_id"
"2595","a8d4e3be-393a-4462-b6b6-a12af0152ede","1995-03-30","Thomas",74,"Duarte","Thomas Duarte","TE",NA,"nfl-thomas-duarte","05da6032-e719-4daf-8e6a-95a440e448ea","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"2600","087be02b-37b3-4f2b-b68e-6d4c03cba05c","1981-02-17","T.J.",72,"Duckett","T.J. Duckett","RB",NA,"nfl-t-j-duckett","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"2608","c737ee53-ccaa-4904-bae4-d972b75d3509","1993-08-03","Austin",69,"Duke","Austin Duke","WR",NA,"nfl-austin-duke",NA,"767f5024-184b-434b-9e52-90bb4375ca84"
"2612","186679e3-e00d-4740-842c-f18a7d17af99","1990-01-25","Lance",68,"Dunbar","Lance Dunbar","RB",1542000,"nfl-lance-dunbar","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"2614","8f569ac7-988c-4086-b05e-ccf4a37c861f","1993-10-12","Kieren",71,"Duncan","Kieren Duncan","WR",NA,"nfl-kieren-duncan","4934c69f-7843-4bab-97e8-8dc941a2a226","009ff336-845b-411b-8ee5-9b3089e99398"
"2629","838742b8-8017-4c0b-b6ad-ba2359ca3847","1975-01-05","Warrick",69,"Dunn","Warrick Dunn","RB",NA,"nfl-warrick-dunn","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"2630","0c05cd5f-3925-428c-827c-72cd0e4e46a9",NA,"Drake",75,"Dunsmore","Drake Dunsmore","TE",NA,"nfl-drake-dunsmore","05da6032-e719-4daf-8e6a-95a440e448ea","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"2631","a01264de-84f0-4cc0-ac5e-e370d176cb70","1995-10-12","Malachi",74,"Dupre","Malachi Dupre","WR",NA,"nfl-malachi-dupre",NA,"ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"2633","640de9e8-e72c-436f-ba23-f61f2ff460c5","1993-11-19","Travin",74,"Dural","Travin Dural","WR",NA,"nfl-travin-dural",NA,"a192531d-e60c-4256-8220-f3538dd8b020"
"2645","fe55e7e4-0487-4ae3-b66b-081aba0e13e1","1993-08-20","Donteea",70,"Dye","Donteea Dye","WR",112200,"nfl-donteea-dye","4934c69f-7843-4bab-97e8-8dc941a2a226","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"2649","4f4b3558-034a-4d00-be68-c818784414c6","1990-02-08","Zac",75,"Dysert","Zac Dysert","QB",0,"nfl-zac-dysert","bca0ee16-51ba-4a18-9b2b-57412b101677","d61f132b-29f6-4140-847b-efb50ea9ccba"
"2652","66ef5f4e-9431-48d0-88ad-618e732fe916","1990-06-15","Nate",70,"Eachus","Nate Eachus","RB",NA,"nfl-nate-eachus","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","3a857729-4c8c-4dde-9cad-359cab5990de"
"2653","877d39e0-8f07-4c17-8e39-7324fcba58aa","1993-06-19","Ed",70,"Eagan","Ed Eagan","WR",NA,"nfl-ed-eagan","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"2659","b2cea312-775d-408b-bf7d-092a568fd92f","1987-11-02","Marcus",74,"Easley","Marcus Easley","WR",1350000,"nfl-marcus-easley","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"2669","68635f4f-3ae7-47e3-890a-7df4f5ed2cbf","1993-04-10","Eric",76,"Ebron","Eric Ebron","TE",2783898,"nfl-eric-ebron","05da6032-e719-4daf-8e6a-95a440e448ea","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"2671","ee83b8f2-aa01-4a80-87ca-3a9497d7edf8",NA,"Clayton",77,"Echard","Clayton Echard","TE",NA,"nfl-clayton-echard",NA,"e6094723-20f3-417a-87d2-1ccc0b7a6388"
"2673","2ff499af-0450-4199-8ba1-8f7c55505e71","1981-12-30","Kyle",71,"Eckel","Kyle Eckel","RB",NA,"nfl-kyle-eckel","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"2679","02b5478b-db37-4757-b02b-8d85d3dbe893","1986-05-22","Julian",70,"Edelman","Julian Edelman","WR",4656250,"nfl-julian-edelman","4934c69f-7843-4bab-97e8-8dc941a2a226","5546974d-27c2-4d93-a63e-d8320952e871"
"2683","2018a6e3-bba3-4647-a7cd-482b08ee71d1","1994-12-30","Trey",74,"Edmunds","Trey Edmunds","RB",NA,"nfl-trey-edmunds",NA,"a192531d-e60c-4256-8220-f3538dd8b020"
"2685","f348c187-39a9-4c2c-a09d-740c6934b298","1992-04-11","Ben",70,"Edwards","Ben Edwards","WR",0,"nfl-ben-edwards","4934c69f-7843-4bab-97e8-8dc941a2a226","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"2693","1d982f1a-bb65-45fc-a3d8-16abd612a304","1992-07-27","Jahwan",69,"Edwards","Jahwan Edwards","RB",NA,"jahwan-edwards",NA,"ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"2719","2ccb9b5d-0f00-4d51-8549-5cb5ff7a5722","1990-09-08","Tyler",78,"Eifert","Tyler Eifert","TE",2251637,"nfl-tyler-eifert","05da6032-e719-4daf-8e6a-95a440e448ea","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"2723","4f4da672-0c8b-48ec-9240-d1ef4cf3cee8",NA,"Austin",69,"Ekeler","Austin Ekeler","RB",NA,"nfl-austin-ekeler",NA,"d1f76207-7303-484f-a25f-b00d1eb46ecd"
"2746","baa6f972-d682-449b-bbd1-1c30f9e83dca","1989-02-03","Andre",69,"Ellington","Andre Ellington","RB",610966,"nfl-andre-ellington","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"2747","6269752e-f883-417c-a74d-fb4fa743c28a","1991-08-22","Bruce",69,"Ellington","Bruce Ellington","WR",628607,"nfl-bruce-ellington","4934c69f-7843-4bab-97e8-8dc941a2a226","545d6178-62b4-4e6e-a118-60e4f66d257d"
"2749","f3f87e15-0324-474a-bcb9-d54150a86398","1995-07-22","Ezekiel",72,"Elliott","Ezekiel Elliott","RB",NA,"nfl-ezekiel-elliott","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","d61f132b-29f6-4140-847b-efb50ea9ccba"
"2755","e7176611-4856-4326-b6d9-27abe7a7cbd5","1993-02-10","Alex",76,"Ellis","Alex Ellis","TE",NA,"nfl-alex-ellis","05da6032-e719-4daf-8e6a-95a440e448ea","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"2769","a90b19bf-9f2f-4469-a388-ac9db8568e74","1988-10-03","Rhett",77,"Ellison","Rhett Ellison","TE",1617146,"nfl-rhett-ellison","05da6032-e719-4daf-8e6a-95a440e448ea","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"2785","652e90f9-92ac-4adb-8941-869dcd194bdd","1994-09-02","Evan",75,"Engram","Evan Engram","TE",NA,"nfl-evan-engram",NA,"47b8904b-4d56-481a-ab06-6e56dfe59f78"
"2786","859de596-d2f0-4ea3-9879-b27c6d16801d","1992-05-31","Quincy",74,"Enunwa","Quincy Enunwa","WR",435000,"nfl-quincy-enunwa","4934c69f-7843-4bab-97e8-8dc941a2a226","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"2792","8b94ba9a-4d03-493e-bbbd-93184c452437","1992-11-06","Alex",72,"Erickson","Alex Erickson","WR",NA,"nfl-alex-erickson","4934c69f-7843-4bab-97e8-8dc941a2a226","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"2796","5582b4df-6661-49f5-b3b8-610f9bbf422b","1990-11-10","Zach",77,"Ertz","Zach Ertz","TE",1467054,"nfl-zach-ertz","05da6032-e719-4daf-8e6a-95a440e448ea","9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"2798","1a700190-247b-4a13-91ea-b5eb3d1c6fac","1993-10-07","Tyler",70,"Ervin","Tyler Ervin","RB",NA,"nfl-tyler-ervin","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","545d6178-62b4-4e6e-a118-60e4f66d257d"
"2800","3ede9015-2c56-4b4f-b2de-590882f951be","1991-02-03","Gavin",78,"Escobar","Gavin Escobar","TE",1148317,"nfl-gavin-escobar","05da6032-e719-4daf-8e6a-95a440e448ea","3a857729-4c8c-4dde-9cad-359cab5990de"
"2808","9c674364-ef81-42cd-a4d2-bbcac2ac6e43","1982-11-18","Greg",80,"Estandia","Greg Estandia","TE",NA,"nfl-greg-estandia","05da6032-e719-4daf-8e6a-95a440e448ea","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"2811","e6ce2a45-973e-4b46-a2d6-8edce7cb6178",NA,"Mike",76,"Estes","Mike Estes","TE",NA,"nfl-mike-estes",NA,"d1f76207-7303-484f-a25f-b00d1eb46ecd"
"2813","cd59a8da-435f-47a3-8e93-d31b9508099c",NA,"Brisly",69,"Estime","Brisly Estime","WR",NA,"nfl-brisly-estime",NA,"8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"2816","33feef2b-3de1-400e-a93c-c48bbde7bfec","1993-11-10","Amba",73,"Etta-Tawo","Amba Etta-Tawo","WR",NA,"nfl-amba-etta-tawo",NA,"0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"2821","0f4e2afb-8371-4ad4-b529-346bf4dca7d3","1980-10-02","Tim",77,"Euhus","Tim Euhus","TE",NA,"nfl-tim-euhus","05da6032-e719-4daf-8e6a-95a440e448ea","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"2823","a695a1ac-5d5e-463e-8f53-e565a06e06db","1993-11-19","Dane",73,"Evans","Dane Evans","QB",NA,"nfl-dane-evans",NA,"9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"2830","806f1cbc-b691-45bb-b4fb-b50073c18cfd","1994-01-16","Jerod",75,"Evans","Jerod Evans","QB",NA,"nfl-jerod-evans",NA,"9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"2838","018c0f13-5bd7-4058-b9e8-27d6c8555829","1993-08-21","Mike",77,"Evans","Mike Evans","WR",3325341,"nfl-mike-evans","4934c69f-7843-4bab-97e8-8dc941a2a226","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"2841","4496fbc6-2d53-4793-bb6d-f332315ca51d","1991-03-07","Shaq",73,"Evans","Shaq Evans","WR",0,"nfl-shaquelle-evans","4934c69f-7843-4bab-97e8-8dc941a2a226","d61f132b-29f6-4140-847b-efb50ea9ccba"
"2850","6cb799b6-5f49-4ea8-af12-29960a4860b1","1994-06-25","Gerald",75,"Everett","Gerald Everett","TE",NA,"nfl-gerald-everett",NA,"3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"2871","88378b34-d648-49fc-a931-f06d7570eb38","1990-10-04","David",74,"Fales","David Fales","QB",0,"nfl-david-fales","bca0ee16-51ba-4a18-9b2b-57412b101677","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"2878","7351ea3a-cf5b-4f22-8fa8-c04a7a812d8e","1987-12-04","Mario",71,"Fannin","Mario Fannin","RB",NA,"nfl-mario-fannin","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"2882","68883803-0da6-4e5f-b340-5e64a25e5a5d","1980-01-25","Justin",73,"Fargas","Justin Fargas","RB",NA,"nfl-justin-fargas","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"2885","a604d1f5-d7ef-4174-ad0e-a9258ed6b85b","1987-05-22","Buddy",72,"Farnham","Buddy Farnham","WR",NA,"nfl-buddy-farnham","4934c69f-7843-4bab-97e8-8dc941a2a226","5546974d-27c2-4d93-a63e-d8320952e871"
"2894","e49b94bc-aeac-4c34-a97d-fe2d24790d63","1993-03-07","Kenneth",69,"Farrow","Kenneth Farrow","RB",NA,"nfl-kenneth-farrow","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","d1f76207-7303-484f-a25f-b00d1eb46ecd"
"2896","cc67f9f0-8743-4802-8e26-341f96b04d8d","1984-04-20","Anthony",76,"Fasano","Anthony Fasano","TE",2031250,"nfl-anthony-fasano","05da6032-e719-4daf-8e6a-95a440e448ea","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"2903","35442445-5a13-4f8b-8ac8-c27faa1b6c18","1976-06-05","Kevin",68,"Faulk","Kevin Faulk","RB",NA,"nfl-kevin-faulk","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","5546974d-27c2-4d93-a63e-d8320952e871"
"2908","c2ab58df-e581-4fb6-adeb-197030b3920a","1969-10-10","Brett",74,"Favre","Brett Favre","QB",NA,"nfl-brett-favre","bca0ee16-51ba-4a18-9b2b-57412b101677","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"2913","ceb1bbfa-3d45-4d28-9307-6509308ca5ba","1977-05-16","A.J.",75,"Feeley","A.J. Feeley","QB",NA,"nfl-a-j-feeley","bca0ee16-51ba-4a18-9b2b-57412b101677","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"2928","4bc16cda-5340-4514-973e-c1a7d83aba5d","1986-04-22","Darren",79,"Fells","Darren Fells","TE",510000,"nfl-darren-fells","05da6032-e719-4daf-8e6a-95a440e448ea","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"2940","14d177a5-f988-4e2f-9561-2cd831b4dacf","1993-05-23","Josh",70,"Ferguson","Josh Ferguson","RB",NA,"nfl-josh-ferguson","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","557d1013-6b50-4998-885b-d121af071867"
"2946","286c45ee-0360-40e8-95e6-1a56420182b8","1994-01-07","Tyler",74,"Ferguson","Tyler Ferguson","QB",NA,"nfl-tyler-ferguson",NA,"a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"2952","d1c17afd-b306-48f8-8fbd-da17ff578e00","1991-10-22","C.J.",77,"Fiedorowicz","C.J. Fiedorowicz","TE",730826,"nfl-c-j-fiedorowicz","05da6032-e719-4daf-8e6a-95a440e448ea","545d6178-62b4-4e6e-a118-60e4f66d257d"
"2962","953ce3ac-0ae5-41ad-85a6-6c2284420b0d","1983-01-10","Yamon",71,"Figurs","Yamon Figurs","WR",NA,"nfl-yamon-figurs","4934c69f-7843-4bab-97e8-8dc941a2a226","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"2968","d184abc5-ef16-4d78-9d60-7acf1829e7d0","1983-08-24","Derek",75,"Fine","Derek Fine","TE",NA,"nfl-derek-fine","05da6032-e719-4daf-8e6a-95a440e448ea","545d6178-62b4-4e6e-a118-60e4f66d257d"
"2971","84f08887-f597-4f0d-81c6-dbe424a36501","1987-03-26","Jermichael",77,"Finley","Jermichael Finley","TE",NA,"nfl-jermichael-finley","05da6032-e719-4daf-8e6a-95a440e448ea","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"2975","f725d7b8-bac0-44d3-b153-4cbbad872666","1976-01-31","Brian",77,"Finneran","Brian Finneran","WR",NA,"nfl-brian-finneran","4934c69f-7843-4bab-97e8-8dc941a2a226","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"2978","43c7e5ab-3d9a-4a95-8bbe-6d4e41a29d19",NA,"Anthony",74,"Firkser","Anthony Firkser","TE",NA,"nfl-anthony-firkser",NA,"8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"2983","ff54b855-79ca-43be-8492-5e84cc7438c6","1979-10-12","Tony",73,"Fisher","Tony Fisher","RB",NA,"nfl-tony-fisher","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"2988","41672dac-6eaf-4cd6-9b11-9b14c52b6dc6","1983-08-31","Larry",75,"Fitzgerald","Larry Fitzgerald","WR",10850000,"nfl-larry-fitzgerald","4934c69f-7843-4bab-97e8-8dc941a2a226","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"2992","bb0f1e50-5d66-44da-bb92-a9c2193d790b","1982-11-24","Ryan",74,"Fitzpatrick","Ryan Fitzpatrick","QB",3250000,"nfl-ryan-fitzpatrick","bca0ee16-51ba-4a18-9b2b-57412b101677","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"2993","6a5fc045-70e4-4454-9d34-2d4250208b70","1980-10-10","Casey",76,"Fitzsimmons","Casey Fitzsimmons","TE",NA,"nfl-casey-fitzsimmons","05da6032-e719-4daf-8e6a-95a440e448ea","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"2994","108b3885-2de6-4f26-8313-93f300eaf518","1985-01-16","Joe",78,"Flacco","Joe Flacco","QB",14550000,"nfl-joe-flacco","bca0ee16-51ba-4a18-9b2b-57412b101677","15cdbc22-7b1e-4012-a731-987ca52e3c05"
"3000","84700a26-4cb9-4243-86b6-2a3467f56ab4","1988-09-20","Coby",78,"Fleener","Coby Fleener","TE",1699615,"nfl-coby-fleener","05da6032-e719-4daf-8e6a-95a440e448ea","a192531d-e60c-4256-8220-f3538dd8b020"
"3009","b847db7f-a49f-4e61-8d3e-ba23f75f677a","1979-03-23","Bryan",77,"Fletcher","Bryan Fletcher","TE",NA,"nfl-bryan-fletcher","05da6032-e719-4daf-8e6a-95a440e448ea","557d1013-6b50-4998-885b-d121af071867"
"3027","8b0f65b3-ac7b-453b-a75a-2a9498963918","1981-09-08","Malcom",77,"Floyd","Malcom Floyd","WR",4716668,"nfl-malcom-floyd","4934c69f-7843-4bab-97e8-8dc941a2a226","d1f76207-7303-484f-a25f-b00d1eb46ecd"
"3030","8eed0806-0f9e-4541-8be3-5d63a6fd911c","1989-11-27","Michael",74,"Floyd","Michael Floyd","WR",3172750,"nfl-michael-floyd","4934c69f-7843-4bab-97e8-8dc941a2a226","273bc0eb-8984-4474-bbc8-5cce491aa662"
"3034","757338a9-0b25-4e00-a2e3-5f40aeefae40","1992-01-29","David",71,"Fluellen","David Fluellen","RB",112200,"nfl-david-fluellen","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"3042","dd647dfb-ab41-46d0-89b8-0f7254613d51","1989-01-20","Nick",78,"Foles","Nick Foles","QB",4042000,"nfl-nick-foles","bca0ee16-51ba-4a18-9b2b-57412b101677","9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"3057","01da664c-eaf2-4b35-8c70-11fc207645bf","1994-02-03","Dontez",74,"Ford","Dontez Ford","WR",NA,"nfl-dontez-ford",NA,"82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"3058","04e1901d-13e2-4faf-9055-878882b0741c","1996-02-09","Isaiah",74,"Ford","Isaiah Ford","WR",NA,"nfl-isaiah-ford",NA,"49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"3068","53dc69a3-ba49-49e8-97a9-1c29eb42c120","1996-04-24","D'Onta",73,"Foreman","D'Onta Foreman","RB",NA,"nfl-d-onta-foreman",NA,"545d6178-62b4-4e6e-a118-60e4f66d257d"
"3073","ebd6b6b8-61f2-4b26-966f-9ef4bf358652","1985-10-14","Justin",68,"Forsett","Justin Forsett","RB",1600000,"nfl-justin-forsett","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"3076","90e44aa3-2c34-4673-b060-2dc933ad116e","1985-12-10","Matt",74,"Forte","Matt Forte","RB",9200000,"nfl-matt-forte","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"3080","6acf9706-c802-4662-9adf-3e318535c5d4","1986-08-24","Arian",73,"Foster","Arian Foster","RB",8706250,"nfl-arian-foster","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"3083","752d34fd-fc52-47bb-9a6b-9f27eaf3d87c","1980-01-10","DeShaun",72,"Foster","DeShaun Foster","RB",NA,"nfl-deshaun-foster","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","62b050a0-42c8-4cdd-aaaf-1ee5bbb01bf3"
"3084","ce5eba7f-159c-4205-8633-d5929bc3135d","1993-11-22","D.J.",72,"Foster","D.J. Foster","RB",NA,"nfl-d-j-foster","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","5546974d-27c2-4d93-a63e-d8320952e871"
"3085","36aa9c9d-52c1-42a3-9382-bc556cb1e7d8","1990-11-10","Donte",73,"Foster","Donte Foster","WR",NA,"donte-foster",NA,"a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"3086","4db6a27f-3074-48f5-95aa-054dee2a7262","1990-11-10","Donte",73,"Foster","Donte Foster","WR",0,"nfl-donte-foster","4934c69f-7843-4bab-97e8-8dc941a2a226","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"3101","a78c9559-1d78-458d-bf72-3a732b295e8e","1995-01-18","Leonard",72,"Fournette","Leonard Fournette","RB",NA,"nfl-leonard-fournette",NA,"0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"3102","03bb609b-9930-4f00-b129-b996c6228570","1991-06-10","Bennie",73,"Fowler","Bennie Fowler","WR",435000,"nfl-bennie-fowler","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"3115","b549889f-166c-4c13-ae48-1041e2a16b6d","1992-11-27","Deshon",70,"Foxx","Deshon Foxx","WR",0,"nfl-deshon-foxx","4934c69f-7843-4bab-97e8-8dc941a2a226","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"3133","c9123890-673d-4a45-aa5f-9ecc1e43f6b3","1989-10-23","Johnathan",70,"Franklin","Johnathan Franklin","RB",NA,"nfl-johnathan-franklin","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"3141","674ff0a7-3ae8-4bc0-974c-9d0475c47a39",NA,"Zach",72,"Franklin","Zach Franklin","WR",NA,"nfl-austin-franklin","4934c69f-7843-4bab-97e8-8dc941a2a226","62b050a0-42c8-4cdd-aaaf-1ee5bbb01bf3"
"3143","97a58cf9-0ec0-4b62-9890-aada4c53305e","1978-01-06","Bubba",78,"Franks","Bubba Franks","TE",NA,"nfl-bubba-franks","05da6032-e719-4daf-8e6a-95a440e448ea","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"3149","25c561e5-16d2-41d5-9545-2b42dec8e519","1993-08-30","Mose",71,"Frazier","Mose Frazier","WR",NA,"nfl-mose-frazier","4934c69f-7843-4bab-97e8-8dc941a2a226","767f5024-184b-434b-9e52-90bb4375ca84"
"3156","f747cf8d-0013-4e72-81ea-5b4e05b2f113","1992-03-15","Devonta",68,"Freeman","Devonta Freeman","RB",510000,"nfl-devonta-freeman","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"3174","45ccd098-7646-4b40-8c2b-c79ec3ef7362","1986-11-06","Devin",75,"Frischknecht","Devin Frischknecht","TE",NA,"nfl-devin-frischknecht","05da6032-e719-4daf-8e6a-95a440e448ea","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"3180","cee9dc3f-eea3-4143-85aa-7f89b0635edb","1991-03-07","Isaac",75,"Fruechte","Isaac Fruechte","WR",0,"nfl-isaac-fruechte","4934c69f-7843-4bab-97e8-8dc941a2a226","273bc0eb-8984-4474-bbc8-5cce491aa662"
"3184","2fd6e83a-4790-497e-bb3f-2347f6a67cc1","1981-08-28","Charlie",76,"Frye","Charlie Frye","QB",NA,"nfl-charlie-frye","bca0ee16-51ba-4a18-9b2b-57412b101677","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"3189","1756fd0d-fdf7-4646-b0b3-d54756f67925","1993-03-23","Adam",79,"Fuehne","Adam Fuehne","TE",NA,"nfl-adam-fuehne","05da6032-e719-4daf-8e6a-95a440e448ea","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"3195","bb096e06-871e-4def-919b-0cdb48eca702","1990-06-23","Corey",74,"Fuller","Corey Fuller","WR",510000,"nfl-corey-fuller","4934c69f-7843-4bab-97e8-8dc941a2a226","a192531d-e60c-4256-8220-f3538dd8b020"
"3196","8f4429db-82fa-4de8-932b-0237f0e54ba9","1994-01-29","Devin",72,"Fuller","Devin Fuller","WR",NA,"nfl-devin-fuller","4934c69f-7843-4bab-97e8-8dc941a2a226","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"3201","f4d59070-dd80-440d-9614-652a391b0922","1994-04-16","Will",72,"Fuller","Will Fuller","WR",NA,"nfl-william-fuller","4934c69f-7843-4bab-97e8-8dc941a2a226","545d6178-62b4-4e6e-a118-60e4f66d257d"
"3207","bab246a9-1d00-42e4-a7d8-0c135743a5a8",NA,"Ahmad",76,"Fulwood","Ahmad Fulwood","WR",NA,"nfl-ahmad-fulwood",NA,"a192531d-e60c-4256-8220-f3538dd8b020"
"3208","593f5d06-f01e-411b-9423-0ef6efdb3e31","1994-05-21","Devin",76,"Funchess","Devin Funchess","WR",1003797,"nfl-devin-funchess","4934c69f-7843-4bab-97e8-8dc941a2a226","767f5024-184b-434b-9e52-90bb4375ca84"
"3211","5cbf988d-a1cc-47bb-bbf7-29d38adf4194","1977-05-12","Mike",72,"Furrey","Mike Furrey","WR",NA,"nfl-mike-furrey","4934c69f-7843-4bab-97e8-8dc941a2a226","1c4f553a-bde3-4229-8565-9c40401a9956"
"3214","3f15ef28-826c-42a0-a41c-5cece16f7ca1","1989-10-15","Blaine",76,"Gabbert","Blaine Gabbert","QB",1750000,"nfl-blaine-gabbert","bca0ee16-51ba-4a18-9b2b-57412b101677","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"3216","690b8cca-332d-4091-a5d9-a03dbc8c8c10","1991-02-17","Taylor",68,"Gabriel","Taylor Gabriel","WR",510000,"nfl-taylor-gabriel","4934c69f-7843-4bab-97e8-8dc941a2a226","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"3222","372adce2-80e8-4776-a7ac-ac997fb04f6b","1991-04-20","Tyler",72,"Gaffney","Tyler Gaffney","RB",318000,"nfl-tyler-gaffney","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"3229","16a31c9a-4d64-4530-b026-de6c79a462cc","1980-03-30","Michael",74,"Gaines","Michael Gaines","TE",NA,"nfl-michael-gaines","05da6032-e719-4daf-8e6a-95a440e448ea","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"3240","9dd50c21-bce9-476d-ae3d-879558da417d","1988-05-08","Tommy",77,"Gallarda","Tommy Gallarda","TE",NA,"nfl-tommy-gallarda","05da6032-e719-4daf-8e6a-95a440e448ea","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"3244","e2831b1c-e9d9-4322-931d-581a0f85e1a6","1994-10-01","Wayne",72,"Gallman","Wayne Gallman","RB",NA,"nfl-wayne-gallman",NA,"47b8904b-4d56-481a-ab06-6e56dfe59f78"
"3252","66aebf89-5a6d-4f6a-8338-c17801071509","1968-10-23","Kendall",76,"Gammon","Kendall Gammon","TE",NA,"nfl-kendall-gammon","05da6032-e719-4daf-8e6a-95a440e448ea","3a857729-4c8c-4dde-9cad-359cab5990de"
