"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"TE","Darion Griswold",2500,"ATL@CHI 01:00PM ET",0,"ATL"
"TE","Patrick Scales",2500,"ATL@CHI 01:00PM ET",0.000,"CHI"
"TE","Daniel Brown",2500,"ATL@CHI 01:00PM ET",4.300,"CHI"
"TE","Dion Sims",2500,"ATL@CHI 01:00PM ET",5.600,"CHI"
"TE","MyCole Pruitt",2500,"ATL@CHI 01:00PM ET",0.825,"CHI"
"TE","Ben Braunecker",2500,"ATL@CHI 01:00PM ET",0.623,"CHI"
"TE","Adam Shaheen",2500,"ATL@CHI 01:00PM ET",0,"CHI"
"TE","Tyler Kroft",2500,"BAL@CIN 01:00PM ET",1.371,"CIN"
"TE","C.J. Uzomah",2500,"BAL@CIN 01:00PM ET",5.440,"CIN"
"TE","Cethan Carter",2500,"BAL@CIN 01:00PM ET",0,"CIN"
"TE","Mason Schreck",2500,"BAL@CIN 01:00PM ET",0,"CIN"
"TE","Ryan Hewitt",2500,"BAL@CIN 01:00PM ET",0.206,"CIN"
"TE","Clark Harris",2500,"BAL@CIN 01:00PM ET",0.000,"CIN"
"TE","Larry Donnell",2500,"BAL@CIN 01:00PM ET",1.947,"BAL"
"TE","Ryan Malleck",2500,"BAL@CIN 01:00PM ET",0,"BAL"
"TE","Nick Boyle",2500,"BAL@CIN 01:00PM ET",1.733,"BAL"
"TE","Randall Telfer",2500,"PIT@CLE 01:00PM ET",0.171,"CLE"
"TE","Gary Barnidge",2500,"PIT@CLE 01:00PM ET",8.138,"CLE"
"TE","J.P. Holtz",2500,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Seth DeValve",2500,"PIT@CLE 01:00PM ET",2.892,"CLE"
"TE","Taylor McNamara",2500,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Nate Iese",2500,"PIT@CLE 01:00PM ET",0,"CLE"
"TE","Jake McGee",2500,"PIT@CLE 01:00PM ET",0,"PIT"
"TE","Ladarius Green",2500,"PIT@CLE 01:00PM ET",9.567,"PIT"
"TE","Xavier Grimble",2500,"PIT@CLE 01:00PM ET",2.175,"PIT"
"TE","Phazahn Odom",2500,"PIT@CLE 01:00PM ET",0,"PIT"
"TE","David Johnson",2500,"PIT@CLE 01:00PM ET",0.953,"PIT"
"TE","Robert Tonyan",2500,"ARI@DET 01:00PM ET",0,"DET"
"TE","Darren Fells",2500,"ARI@DET 01:00PM ET",2.529,"DET"
"TE","Cole Wick",2500,"ARI@DET 01:00PM ET",0.633,"DET"
"TE","Khari Lee",2500,"ARI@DET 01:00PM ET",0.000,"DET"
"TE","Michael Roberts",2500,"ARI@DET 01:00PM ET",0,"DET"
"TE","Brandon Barnes",2500,"ARI@DET 01:00PM ET",0,"DET"
"TE","Hakeem Valles",2500,"ARI@DET 01:00PM ET",0.000,"ARI"
"TE","Ricky Seals-Jones",2500,"ARI@DET 01:00PM ET",0,"ARI"
"TE","Troy Niklas",2500,"ARI@DET 01:00PM ET",0.333,"ARI"
"TE","Gerald Christian",2500,"ARI@DET 01:00PM ET",0.800,"ARI"
"TE","Ifeanyi Momah",2500,"ARI@DET 01:00PM ET",1.400,"ARI"
"TE","Evan Baylis",2500,"JAX@HOU 01:00PM ET",0,"HOU"
"TE","RaShaun Allen",2500,"JAX@HOU 01:00PM ET",0,"HOU"
"TE","Stephen Anderson",2500,"JAX@HOU 01:00PM ET",1.753,"HOU"
"TE","Marcedes Lewis",2500,"JAX@HOU 01:00PM ET",4.290,"JAX"
"TE","Ben Koyack",2500,"JAX@HOU 01:00PM ET",2.936,"JAX"
"TE","Alex Ellis",2500,"JAX@HOU 01:00PM ET",0.683,"JAX"
"TE","Neal Sterling",2500,"JAX@HOU 01:00PM ET",2.300,"JAX"
"TE","Caleb Bluiett",2500,"JAX@HOU 01:00PM ET",0,"JAX"
"TE","Mychal Rivera",2500,"JAX@HOU 01:00PM ET",3.593,"JAX"
"TE","MarQueis Gray",2500,"TB@MIA 01:00PM ET",1.847,"MIA"
"TE","Chris Pantale",2500,"TB@MIA 01:00PM ET",0,"MIA"
"TE","Anthony Fasano",2500,"TB@MIA 01:00PM ET",1.769,"MIA"
"TE","Thomas Duarte",2500,"TB@MIA 01:00PM ET",0.000,"MIA"
"TE","Antony Auclair",2500,"TB@MIA 01:00PM ET",0,"TB"
"TE","Luke Stocker",2500,"TB@MIA 01:00PM ET",0.562,"TB"
"TE","Alan Cross",2500,"TB@MIA 01:00PM ET",1.129,"TB"
"TE","Tevin Westbrook",2500,"TB@MIA 01:00PM ET",0,"TB"
"TE","Jonnu Smith",2500,"OAK@TEN 01:00PM ET",0,"TEN"
"TE","Tim Semisch",2500,"OAK@TEN 01:00PM ET",0,"TEN"
"TE","Jace Amaro",2500,"OAK@TEN 01:00PM ET",2.225,"TEN"
"TE","Jerome Cunningham",2500,"OAK@TEN 01:00PM ET",0,"TEN"
"TE","Phillip Supernaw",2500,"OAK@TEN 01:00PM ET",0.680,"TEN"
"TE","Beau Brinkley",2500,"OAK@TEN 01:00PM ET",0.000,"TEN"
"TE","Lee Smith",2500,"OAK@TEN 01:00PM ET",2.225,"OAK"
"TE","Cooper Helfet",2500,"OAK@TEN 01:00PM ET",0,"OAK"
"TE","Gabe Holmes",2500,"OAK@TEN 01:00PM ET",0,"OAK"
"TE","Clive Walford",2500,"OAK@TEN 01:00PM ET",5.656,"OAK"
"TE","Ryan O'Malley",2500,"OAK@TEN 01:00PM ET",0.000,"OAK"
"TE","Pharaoh Brown",2500,"OAK@TEN 01:00PM ET",0,"OAK"
"DST","Raiders ",2500,"OAK@TEN 01:00PM ET",5.647,"OAK"
"TE","Brent Celek",2500,"PHI@WAS 01:00PM ET",1.844,"PHI"
"TE","Trey Burton",2500,"PHI@WAS 01:00PM ET",5.047,"PHI"
"TE","Anthony Denham",2500,"PHI@WAS 01:00PM ET",0,"PHI"
"TE","Adam Zaruba",2500,"PHI@WAS 01:00PM ET",0,"PHI"
"TE","Billy Brown",2500,"PHI@WAS 01:00PM ET",0,"PHI"
"TE","E.J. Bibbs",2500,"PHI@WAS 01:00PM ET",0,"WAS"
"TE","Derek Carrier",2500,"PHI@WAS 01:00PM ET",0.375,"WAS"
"TE","Jeremy Sprinkle",2500,"PHI@WAS 01:00PM ET",0,"WAS"
"TE","Manasseh Garner",2500,"PHI@WAS 01:00PM ET",0.000,"WAS"
"TE","Niles Paul",2500,"PHI@WAS 01:00PM ET",0.588,"WAS"
"TE","Brandon Williams",2500,"IND@LAR 04:05PM ET",0.311,"IND"
"TE","Steven Wroblewski",2500,"IND@LAR 04:05PM ET",0,"IND"
"TE","Darrell Daniels",2500,"IND@LAR 04:05PM ET",0,"IND"
"TE","Henry Krieger-Coble",2500,"IND@LAR 04:05PM ET",1.150,"IND"
"TE","Johnny Mundt",2500,"IND@LAR 04:05PM ET",0,"LAR"
"TE","Gerald Everett",2500,"IND@LAR 04:05PM ET",0,"LAR"
"TE","Temarrick Hemingway",2500,"IND@LAR 04:05PM ET",0.000,"LAR"
"TE","Cory Harkey",2500,"IND@LAR 04:05PM ET",0.000,"LAR"
"TE","Travis Wilson",2500,"IND@LAR 04:05PM ET",0,"LAR"
"TE","Emanuel Byrd",2500,"SEA@GB 04:25PM ET",0,"GB"
"TE","Lance Kendricks",2500,"SEA@GB 04:25PM ET",6.931,"GB"
"TE","Beau Sandland",2500,"SEA@GB 04:25PM ET",0,"GB"
"TE","Aaron Peck",2500,"SEA@GB 04:25PM ET",0,"GB"
"DST","Packers ",2500,"SEA@GB 04:25PM ET",5.737,"GB"
"TE","Luke Willson",2500,"SEA@GB 04:25PM ET",3.177,"SEA"
"TE","Tyler Ott",2500,"SEA@GB 04:25PM ET",0.000,"SEA"
"TE","Marcus Lucas",2500,"SEA@GB 04:25PM ET",0,"SEA"
"TE","Stevie Donatell",2500,"SEA@GB 04:25PM ET",0,"SEA"
"TE","Nick Vannett",2500,"SEA@GB 04:25PM ET",0.689,"SEA"
"TE","Tyrone Swoopes",2500,"SEA@GB 04:25PM ET",0,"SEA"
"TE","George Kittle",2500,"CAR@SF 04:25PM ET",0,"SF"
"TE","Cole Hikutini",2500,"CAR@SF 04:25PM ET",0,"SF"
"TE","Kyle Nelson",2500,"CAR@SF 04:25PM ET",0.000,"SF"
"TE","Logan Paulsen",2500,"CAR@SF 04:25PM ET",0.281,"SF"
"TE","Blake Bell",2500,"CAR@SF 04:25PM ET",0.962,"SF"
"TE","Eric Wallace",2500,"CAR@SF 04:25PM ET",0,"CAR"
"TE","Ed Dickson",2500,"CAR@SF 04:25PM ET",1.838,"CAR"
"TE","Scott Simonson",2500,"CAR@SF 04:25PM ET",0.000,"CAR"
"TE","Chris Manhertz",2500,"CAR@SF 04:25PM ET",0.286,"CAR"
"TE","Bryce Williams",2500,"CAR@SF 04:25PM ET",0,"CAR"
"TE","Rico Gathers",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Connor Hamlett",2500,"NYG@DAL 08:30PM ET",2.900,"DAL"
"TE","Blake Jarwin",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Geoff Swaim",2500,"NYG@DAL 08:30PM ET",1.433,"DAL"
"TE","James Hanna",2500,"NYG@DAL 08:30PM ET",0,"DAL"
"TE","Rhett Ellison",2500,"NYG@DAL 08:30PM ET",1.387,"NYG"
"TE","Matt LaCosse",2500,"NYG@DAL 08:30PM ET",0,"NYG"
"TE","Jerell Adams",2500,"NYG@DAL 08:30PM ET",2.631,"NYG"
"TE","Colin Thompson",2500,"NYG@DAL 08:30PM ET",0,"NYG"
"DST","Jets ",2400,"NYJ@BUF 01:00PM ET",3.750,"NYJ"
"DST","Bears ",2200,"ATL@CHI 01:00PM ET",5.313,"CHI"
"DST","49ers ",2100,"CAR@SF 04:25PM ET",4.063,"SF"
"DST","Browns ",2000,"PIT@CLE 01:00PM ET",3.125,"CLE"
